thickness_cm,energy_mev,w_H,density_g_cm3,transmitted_dose_mgy
6.91,391.78,0.0519,0.8785,45.4124
19.06,498.41,0.1363,0.925,39.0875
8.82,488.51,0.0612,0.8837,57.0063
11.72,322.33,0.1036,0.907,26.2253
1.13,188.59,0.1488,0.9318,26.2621
9.1,377.93,0.0562,0.8809,39.477
12.84,477.05,0.121,0.9165,47.178
2.05,327.63,0.0313,0.8672,45.5628
8.4,470.34,0.033,0.8681,54.8383
9.96,73.16,0.0429,0.8736,0.0
4.18,42.69,0.042,0.8731,0.0
1.12,114.05,0.0538,0.8796,15.1046
1.89,249.27,0.0813,0.8947,33.7253
4.91,492.52,0.1463,0.9305,64.35
6.46,47.51,0.0322,0.8677,0.0
6.92,14.25,0.0411,0.8726,0.0
10.94,428.11,0.1313,0.9222,44.0588
12.21,28.81,0.0896,0.8993,0.1107
9.01,181.93,0.0816,0.8949,10.7167
5.33,367.66,0.078,0.8929,44.6962
4.16,119.35,0.054,0.8797,9.9357
18.54,121.42,0.1057,0.9081,0.0
15.2,139.78,0.0835,0.8959,0.3068
6.75,419.84,0.0815,0.8948,50.54
16.95,150.32,0.1051,0.9078,0.0
14.0,146.12,0.0921,0.9007,0.3436
4.43,274.12,0.0864,0.8975,32.8128
16.97,477.15,0.0299,0.8664,39.6992
5.82,388.48,0.03,0.8665,47.1948
7.53,307.75,0.0417,0.8729,32.1479
1.43,57.38,0.0294,0.8662,5.7222
18.21,39.01,0.0218,0.862,0.0
15.13,238.32,0.0526,0.8789,7.3111
19.08,176.94,0.0815,0.8948,0.0
5.43,182.51,0.0512,0.8782,17.0726
15.8,221.45,0.0278,0.8653,3.6978
18.93,133.76,0.1022,0.9062,0.0
17.16,187.26,0.0491,0.877,0.0
12.28,376.9,0.0219,0.862,33.4627
11.29,234.65,0.1438,0.9291,13.8269
10.75,145.59,0.0613,0.8837,1.5683
4.35,244.9,0.1474,0.9311,28.5526
11.39,335.87,0.1426,0.9284,28.8784
10.11,269.1,0.0653,0.8859,21.5478
6.45,321.83,0.1299,0.9214,36.0824
11.39,50.62,0.0701,0.8886,0.1147
18.59,470.71,0.0538,0.8796,35.7346
9.17,29.09,0.0792,0.8936,0.1498
1.99,425.59,0.0784,0.8931,60.2285
8.85,256.97,0.0277,0.8652,21.7217
16.64,22.13,0.0406,0.8723,0.1994
13.9,365.78,0.0618,0.884,29.0129
2.71,116.53,0.0354,0.8695,12.1541
14.01,277.09,0.0278,0.8653,14.8304
7.39,87.55,0.0325,0.8679,0.2052
11.38,325.28,0.1213,0.9167,27.1365
10.09,465.31,0.0862,0.8974,50.6343
3.16,444.93,0.0508,0.8779,60.7009
10.79,241.24,0.0258,0.8642,16.0928
14.4,492.59,0.084,0.8962,46.9406
1.39,363.18,0.0436,0.874,52.1132
17.14,439.26,0.0864,0.8975,33.7405
18.98,483.38,0.122,0.9171,37.0596
14.45,465.72,0.0219,0.862,42.7672
2.81,69.49,0.0767,0.8922,5.0113
3.72,99.42,0.0899,0.8994,8.0472
11.84,161.3,0.0957,0.9026,1.8928
1.62,290.42,0.1188,0.9153,40.482
16.02,431.58,0.0417,0.8729,34.6561
8.04,340.16,0.0459,0.8752,35.9359
10.16,20.5,0.0855,0.897,0.2566
5.21,197.91,0.0254,0.864,19.6357
14.13,177.52,0.0769,0.8923,0.0
14.1,488.08,0.0237,0.863,46.7335
13.88,341.1,0.03,0.8665,25.3671
7.47,112.36,0.0483,0.8766,3.148
13.49,216.21,0.114,0.9127,7.0147
17.47,375.53,0.1097,0.9103,23.5832
11.01,277.52,0.1388,0.9263,20.7345
15.84,69.59,0.0895,0.8992,0.0
0.62,430.14,0.1239,0.9181,63.0403
14.86,92.58,0.0663,0.8865,0.3416
13.27,17.9,0.0932,0.9013,0.0997
3.78,330.74,0.0321,0.8677,42.2477
19.21,487.85,0.0227,0.8625,37.0904
16.45,276.87,0.027,0.8649,10.8943
10.69,326.4,0.0324,0.8678,28.6475
15.36,404.94,0.1422,0.9282,32.2463
16.15,85.97,0.108,0.9094,0.0302
5.41,41.79,0.1477,0.9312,0.1049
4.58,417.63,0.1464,0.9305,54.0796
10.27,37.07,0.0955,0.9025,0.0
19.78,400.05,0.108,0.9094,23.2361
7.72,34.37,0.0935,0.9014,0.1254
10.05,313.04,0.1482,0.9315,28.1681
12.62,450.92,0.0901,0.8996,43.9294
1.33,101.57,0.1275,0.9201,12.8302
18.21,110.86,0.1243,0.9184,0.0994
13.08,113.85,0.0349,0.8692,0.0148
18.67,151.04,0.1186,0.9152,0.0
19.59,276.23,0.0608,0.8834,4.645
14.38,53.18,0.1068,0.9087,0.1279
11.76,343.51,0.0847,0.8966,29.2775
8.1,357.26,0.1498,0.9324,38.5806
19.95,415.03,0.1318,0.9225,24.7962
16.97,166.62,0.1059,0.9082,0.0524
12.54,498.87,0.1435,0.9289,51.5725
16.78,462.24,0.1228,0.9175,38.081
18.42,269.7,0.093,0.9012,5.836
16.72,98.96,0.064,0.8852,0.0
6.77,92.1,0.0474,0.8761,1.2406
7.18,225.23,0.0254,0.864,20.0553
6.19,72.66,0.0361,0.8699,0.3544
8.73,387.31,0.0342,0.8688,42.1467
7.92,107.76,0.1467,0.9307,1.0932
15.83,27.9,0.057,0.8813,0.0
6.53,305.58,0.0854,0.897,33.6703
4.09,324.5,0.0782,0.893,40.9702
17.72,82.42,0.0757,0.8916,0.0
3.2,488.3,0.1144,0.9129,67.2982
1.89,324.82,0.1088,0.9098,45.2866
9.27,12.75,0.1019,0.906,0.0006
12.01,333.29,0.1156,0.9136,27.7671
2.68,164.67,0.0523,0.8788,19.5233
10.23,336.38,0.0264,0.8645,31.331
15.92,422.42,0.0459,0.8752,33.6848
1.21,120.09,0.1162,0.9139,15.7531
6.41,42.05,0.1313,0.9222,0.0
2.15,90.45,0.0547,0.8801,9.7606
4.7,228.84,0.1354,0.9245,25.3519
13.91,347.1,0.089,0.899,25.7887
14.18,246.0,0.0621,0.8842,10.2521
8.24,27.5,0.0865,0.8976,0.0
19.55,105.02,0.1146,0.913,0.0
17.05,356.28,0.1162,0.9139,21.5573
14.61,30.03,0.0929,0.9011,0.0
16.91,155.94,0.0922,0.9007,0.247
10.74,39.76,0.1441,0.9293,0.1247
10.65,170.25,0.1099,0.9104,5.8598
11.14,200.46,0.1214,0.9168,9.0623
15.62,222.27,0.1295,0.9212,3.7249
15.8,462.93,0.1148,0.9131,39.7665
15.56,448.78,0.1221,0.9172,38.2641
17.0,496.08,0.121,0.9165,42.6904
13.81,278.18,0.0505,0.8778,16.0183
6.6,204.58,0.0583,0.8821,18.2769
15.34,289.32,0.1396,0.9268,14.3068
17.11,150.76,0.1038,0.9071,0.0
16.02,299.14,0.0685,0.8877,14.8929
1.04,298.9,0.061,0.8835,42.7583
12.55,56.73,0.0905,0.8998,0.0217
18.56,244.18,0.1359,0.9247,1.7029
4.19,146.12,0.1443,0.9294,13.9518
19.0,383.7,0.1022,0.9062,21.8701
7.1,444.02,0.0954,0.9025,53.2786
2.24,328.7,0.0397,0.8718,44.82
13.24,107.22,0.0318,0.8675,0.3076
13.59,468.53,0.0291,0.866,44.8101
16.57,322.0,0.0353,0.8694,17.1831
18.68,359.7,0.0245,0.8635,19.0019
7.34,499.72,0.1147,0.9131,61.2328
13.23,450.4,0.0691,0.888,42.6258
9.43,412.32,0.0475,0.8761,44.2536
4.72,137.94,0.0461,0.8754,11.8069
3.39,209.78,0.0425,0.8734,25.1837
2.04,309.39,0.027,0.8649,42.8701
10.7,412.65,0.0881,0.8985,41.8867
10.63,415.54,0.0959,0.9027,42.4786
8.51,148.47,0.063,0.8846,6.2788
13.1,45.48,0.1205,0.9163,0.0
16.72,372.19,0.1365,0.9251,24.6024
5.21,400.68,0.1041,0.9073,50.4459
9.57,84.81,0.0296,0.8663,0.2281
4.43,489.51,0.0369,0.8703,64.9114
10.86,493.49,0.1402,0.9271,53.7599
18.13,82.33,0.1193,0.9156,0.4114
0.51,19.77,0.0967,0.9032,1.9908
2.81,351.73,0.083,0.8956,47.4275
3.59,326.17,0.106,0.9083,42.0295
6.39,68.84,0.1082,0.9095,0.0
13.41,395.06,0.1317,0.9224,34.1534
12.56,152.92,0.1015,0.9058,0.0
8.34,260.16,0.1002,0.9051,23.16
13.51,415.67,0.0237,0.863,36.8221
3.86,184.56,0.0406,0.8723,20.4195
4.4,172.73,0.0315,0.8673,17.5812
7.84,158.86,0.0565,0.8811,9.3364
10.44,397.13,0.1494,0.9322,39.937
13.18,260.8,0.1028,0.9065,14.2258
14.37,356.69,0.0299,0.8664,26.6105
16.4,309.39,0.039,0.8714,15.7524
6.54,31.2,0.0613,0.8837,0.2461
7.69,126.44,0.0978,0.9038,4.6853
7.14,226.67,0.0562,0.8809,20.167
3.51,180.67,0.0812,0.8947,20.8131
11.34,37.01,0.0494,0.8772,0.0
10.7,359.09,0.1433,0.9288,33.7622
12.31,184.12,0.0548,0.8801,4.5572
7.69,428.54,0.0625,0.8844,49.9445
7.91,118.94,0.0478,0.8763,3.1049
16.51,172.23,0.072,0.8896,0.2348
8.86,239.12,0.0628,0.8845,19.2994
4.15,130.7,0.1206,0.9163,11.9318
2.83,121.55,0.0867,0.8977,12.9572
15.2,275.88,0.1051,0.9078,12.6315
1.58,393.98,0.1229,0.9176,56.4066
11.08,385.32,0.0328,0.868,36.8073
6.73,74.33,0.1254,0.919,0.0
4.01,189.52,0.0554,0.8805,20.6683
6.35,494.36,0.0398,0.8719,62.4322
15.6,369.45,0.0523,0.8788,25.9195
10.73,255.31,0.0534,0.8794,18.3409
1.44,232.38,0.114,0.9127,31.8828
17.21,413.8,0.0283,0.8656,29.6082
19.19,273.34,0.021,0.8615,4.947
18.97,270.04,0.063,0.8846,5.0765
15.25,226.45,0.0761,0.8919,5.534
5.97,14.61,0.12,0.916,0.0
1.33,168.14,0.0806,0.8943,22.5237
10.9,304.09,0.0236,0.863,25.6701
5.35,127.01,0.1219,0.917,8.738
3.27,218.71,0.0644,0.8854,26.6417
18.14,362.36,0.1151,0.9133,20.0895
11.94,20.24,0.0701,0.8886,0.0594
18.36,444.81,0.0674,0.8871,32.0665
11.56,25.0,0.1253,0.9189,0.0
9.12,237.09,0.0257,0.8641,18.4508
14.03,97.06,0.0462,0.8754,0.1929
12.08,401.77,0.1084,0.9096,37.8892
5.87,231.06,0.0976,0.9037,23.5271
6.81,297.21,0.0605,0.8833,31.3197
16.41,120.11,0.0811,0.8946,0.0
2.76,35.76,0.1013,0.9057,0.1037
18.02,293.07,0.1226,0.9174,10.2579
4.94,419.97,0.0393,0.8716,53.9704
8.24,366.37,0.1429,0.9286,39.3946
13.52,164.41,0.0218,0.862,0.0342
4.76,109.28,0.067,0.8869,7.121
9.27,251.98,0.027,0.8649,20.8734
12.61,329.81,0.1009,0.9055,25.8777
12.04,376.05,0.1275,0.9201,33.9186
2.37,319.15,0.0815,0.8948,42.9919
3.3,227.6,0.108,0.9094,27.8323
0.81,438.41,0.0767,0.8922,64.2733
13.1,182.57,0.0692,0.8881,3.1129
19.82,189.49,0.1149,0.9132,0.0
11.62,483.19,0.044,0.8742,50.5408
13.56,266.71,0.0327,0.868,14.4161
16.55,40.63,0.1,0.905,0.2474
4.76,27.65,0.1059,0.9082,0.0301
13.15,56.54,0.1108,0.9109,0.1068
13.54,111.4,0.1499,0.9324,0.0621
12.16,494.4,0.0269,0.8648,51.3366
5.03,252.37,0.1223,0.9173,28.7077
12.84,20.18,0.065,0.8858,0.0695
13.03,285.0,0.0401,0.8721,18.2845
10.1,373.59,0.133,0.9232,37.4175
5.42,45.63,0.1317,0.9224,0.0727
3.35,167.11,0.0926,0.9009,18.5962
12.83,180.73,0.1064,0.9085,2.6267
6.37,307.06,0.1188,0.9153,34.3082
19.87,382.1,0.0232,0.8628,19.8215
19.45,14.74,0.1102,0.9106,0.0
9.68,345.68,0.1474,0.9311,33.5274
4.41,255.8,0.0367,0.8702,30.1056
3.25,257.77,0.1431,0.9287,32.9213
7.2,65.43,0.0799,0.8939,0.1775
19.0,91.21,0.1386,0.9262,0.0
13.23,184.9,0.0803,0.8942,2.7917
11.34,210.0,0.1303,0.9217,10.6163
6.28,66.05,0.1421,0.9282,0.0037
15.26,308.96,0.1493,0.9321,17.6158
11.83,483.72,0.0692,0.8881,50.2051
14.06,259.15,0.0317,0.8674,12.2734
15.46,475.79,0.0788,0.8933,42.2304
2.39,371.25,0.0516,0.8784,51.0849
11.26,99.77,0.059,0.8824,0.0504
2.22,194.77,0.123,0.9176,25.0261
13.32,294.0,0.1156,0.9136,19.2639
12.8,66.55,0.0804,0.8942,0.0846
7.89,259.05,0.1081,0.9095,23.8655
18.52,153.87,0.0345,0.869,0.0382
6.49,21.34,0.1278,0.9203,0.3487
14.36,489.46,0.0825,0.8954,46.5236
13.5,93.51,0.0285,0.8657,0.0
6.37,263.42,0.1315,0.9223,27.2903
5.89,247.43,0.1209,0.9165,25.9393
14.71,20.6,0.105,0.9077,0.0
16.92,419.65,0.0722,0.8897,31.3933
9.14,386.02,0.1252,0.9189,40.6998
7.6,398.37,0.034,0.8687,45.3932
3.6,255.87,0.06,0.883,31.7421
18.83,456.85,0.036,0.8698,33.2031
10.89,279.7,0.038,0.8709,21.6245
14.74,418.53,0.1133,0.9123,35.3778
2.59,39.07,0.0903,0.8997,0.934
14.53,352.89,0.1056,0.9081,25.6524
7.42,11.65,0.1247,0.9186,0.1026
12.74,326.54,0.1403,0.9272,25.049
1.52,262.28,0.0473,0.876,36.5238
7.96,434.51,0.1025,0.9064,50.1997
10.55,229.14,0.1442,0.9293,14.5335
14.69,191.67,0.0612,0.8837,1.2711
8.9,396.29,0.043,0.8736,42.8371
12.21,79.07,0.1116,0.9114,0.3414
17.36,228.21,0.0756,0.8916,1.539
19.41,227.34,0.0919,0.9005,0.0
10.48,207.32,0.0298,0.8664,11.2239
8.59,351.16,0.0785,0.8932,36.5493
3.23,270.83,0.1481,0.9315,34.6441
6.16,110.9,0.1188,0.9153,5.2461
7.04,17.01,0.0931,0.9012,0.0
18.78,125.25,0.0485,0.8767,0.1166
13.39,345.4,0.0958,0.9027,26.5821
13.35,371.98,0.0781,0.893,30.8878
16.39,132.08,0.1112,0.9112,0.0
10.65,392.09,0.0932,0.9013,38.7185
3.26,73.37,0.1224,0.9173,4.565
18.59,271.25,0.1006,0.9053,5.7126
12.49,19.93,0.0757,0.8916,0.0
13.46,224.56,0.061,0.8835,8.4844
15.57,106.71,0.0953,0.9024,0.1257
9.96,451.46,0.1083,0.9096,48.8883
8.87,206.22,0.0878,0.8983,14.4427
7.99,203.13,0.0647,0.8856,15.6227
11.59,243.6,0.0539,0.8796,15.0256
18.87,130.46,0.099,0.9044,0.0
19.99,109.6,0.0293,0.8661,0.0
3.5,301.24,0.0595,0.8827,38.5116
3.44,238.81,0.1244,0.9184,29.5142
0.96,195.27,0.0478,0.8763,27.228
7.9,476.73,0.0908,0.8999,57.0043
16.7,360.29,0.0567,0.8812,22.4914
13.99,361.74,0.0825,0.8954,28.3708
6.94,285.26,0.0274,0.8651,30.0163
1.54,129.54,0.06,0.883,16.3465
18.91,130.62,0.0278,0.8653,0.0
14.52,11.78,0.0832,0.8958,0.0
3.66,209.65,0.085,0.8967,24.3902
11.06,303.78,0.0232,0.8628,24.5541
19.11,205.95,0.1191,0.9155,0.0
5.53,89.48,0.0872,0.898,2.6658
9.85,141.49,0.1037,0.907,2.9391
2.09,418.02,0.1246,0.9185,58.8789
3.49,33.47,0.1148,0.9131,0.0
19.13,97.51,0.1037,0.907,0.409
14.02,201.2,0.113,0.9122,4.1146
11.21,406.7,0.1442,0.9293,40.3081
14.5,429.96,0.1229,0.9176,37.3904
13.53,260.34,0.0953,0.9024,13.4534
10.44,428.97,0.029,0.8659,44.7093
6.46,273.63,0.0726,0.8899,28.7949
14.71,411.24,0.0756,0.8916,34.0187
7.26,19.82,0.04,0.872,0.2382
12.9,387.16,0.1156,0.9136,34.0589
16.75,96.73,0.1183,0.9151,0.0
19.67,77.05,0.0814,0.8948,0.0
15.32,297.71,0.1071,0.9089,15.6975
11.8,487.09,0.146,0.9303,50.8658
16.93,368.73,0.0299,0.8664,23.0066
19.01,244.68,0.0384,0.8711,0.9563
11.9,440.84,0.147,0.9308,43.8636
19.5,86.03,0.103,0.9066,0.1074
14.63,249.63,0.0316,0.8674,10.1612
8.98,457.03,0.1103,0.9107,51.5439
5.12,325.4,0.1157,0.9136,38.9486
15.56,122.03,0.1443,0.9294,0.2332
8.47,289.85,0.1349,0.9242,27.356
15.56,128.5,0.0319,0.8675,0.1901
4.72,327.1,0.1179,0.9148,39.9428
6.46,295.18,0.1173,0.9145,32.056
11.09,344.67,0.0882,0.8985,30.9382
14.83,124.48,0.1478,0.9313,0.0964
2.15,226.91,0.0961,0.9029,29.9935
18.24,346.94,0.0315,0.8673,17.8069
13.81,417.76,0.0641,0.8853,36.5185
6.41,315.91,0.1438,0.9291,35.3798
14.45,189.0,0.057,0.8813,1.3788
8.65,406.43,0.1471,0.9309,44.7071
12.02,434.77,0.0369,0.8703,42.5205
9.73,148.06,0.1203,0.9162,4.2605
17.48,455.2,0.0327,0.868,35.5081
13.94,33.03,0.0297,0.8663,0.1293
5.45,132.44,0.0649,0.8857,9.4317
3.77,15.88,0.1047,0.9076,0.0
1.47,215.6,0.0378,0.8708,29.7571
6.37,193.22,0.0817,0.8949,17.0794
3.69,253.18,0.0762,0.8919,30.9763
10.24,271.63,0.0457,0.8751,21.7767
13.91,489.45,0.1464,0.9305,47.277
19.4,304.31,0.0227,0.8625,8.9994
16.15,322.32,0.1046,0.9075,17.9355
12.69,209.68,0.0859,0.8972,7.4246
12.72,203.52,0.0817,0.8949,6.7905
14.98,91.8,0.1471,0.9309,0.2007
8.84,239.44,0.091,0.9001,19.4028
11.3,118.25,0.1173,0.9145,0.0
10.93,255.01,0.062,0.8841,17.3047
2.73,375.03,0.0202,0.8611,51.1478
4.65,221.63,0.0325,0.8679,24.4737
9.36,26.28,0.0646,0.8855,0.0
5.95,167.99,0.0952,0.9024,13.95
16.77,230.79,0.0814,0.8948,3.1468
13.64,17.74,0.0618,0.884,0.0
8.42,173.59,0.0817,0.8949,10.2629
14.38,187.99,0.0611,0.8836,1.0713
11.23,49.82,0.1186,0.9152,0.0
8.91,273.15,0.1317,0.9224,24.2643
13.85,170.24,0.136,0.9248,0.0
18.88,156.99,0.0334,0.8684,0.0278
7.43,284.2,0.0828,0.8955,28.6835
11.41,481.72,0.1136,0.9125,50.9704
19.52,47.42,0.1376,0.9257,0.0628
2.89,121.25,0.0321,0.8677,12.5511
13.73,399.13,0.0319,0.8675,34.1174
16.49,392.39,0.0666,0.8866,27.8367
8.98,401.92,0.0222,0.8622,43.3973
16.29,282.43,0.1062,0.9084,11.8143
9.6,123.76,0.0928,0.901,0.5402
12.32,253.48,0.1208,0.9164,14.8289
4.16,202.74,0.0372,0.8705,22.6689
6.55,231.33,0.0654,0.886,22.5257
13.23,83.76,0.0252,0.8639,0.0
15.44,412.27,0.0626,0.8844,32.5731
13.43,292.09,0.0942,0.9018,18.8419
19.37,318.07,0.1369,0.9253,11.4367
3.97,124.62,0.0674,0.8871,11.3083
18.62,300.32,0.1253,0.9189,10.1144
6.49,249.37,0.0855,0.897,25.3445
4.15,163.84,0.059,0.8824,17.0964
12.11,283.79,0.1479,0.9313,19.456
1.63,374.21,0.1433,0.9288,53.4303
10.94,351.37,0.147,0.9308,32.0795
8.29,15.12,0.0429,0.8736,0.0
16.6,222.8,0.0811,0.8946,2.0471
17.82,21.19,0.0907,0.8999,0.0
15.1,276.95,0.0332,0.8683,12.8101
3.52,83.82,0.0455,0.875,5.9215
11.65,268.87,0.136,0.9248,18.4697
8.53,81.12,0.0245,0.8635,0.0
14.62,140.19,0.0598,0.8829,0.0
6.72,309.39,0.0889,0.8989,33.5432
17.15,146.32,0.1095,0.9102,0.2023
12.9,448.0,0.0549,0.8802,43.0961
17.7,183.08,0.1359,0.9247,0.0693
0.74,116.67,0.1256,0.9191,15.9597
4.03,271.68,0.0644,0.8854,32.7717
11.87,355.43,0.0836,0.896,30.7163
3.85,73.35,0.1461,0.9304,3.8046
15.56,420.02,0.059,0.8824,33.524
11.68,449.86,0.1253,0.9189,45.8366
13.37,368.53,0.0522,0.8787,30.3005
18.35,103.29,0.0776,0.8927,0.0
4.39,122.24,0.0535,0.8794,10.1256
10.09,260.13,0.0332,0.8683,20.0804
2.24,477.01,0.0881,0.8985,67.5471
16.95,349.84,0.0342,0.8688,20.4092
0.75,276.25,0.1192,0.9156,40.2364
14.49,391.66,0.1063,0.9085,31.6635
19.24,444.55,0.1174,0.9146,30.7267
8.05,140.19,0.1356,0.9246,5.9849
5.15,268.91,0.0974,0.9036,30.4619
7.46,273.22,0.0284,0.8656,27.2743
17.18,469.07,0.1379,0.9258,38.2099
7.74,376.78,0.1461,0.9304,42.4184
14.04,152.55,0.0239,0.8631,0.0434
5.56,470.33,0.1096,0.9103,60.1025
8.66,498.67,0.1223,0.9173,58.6381
10.73,367.32,0.0379,0.8708,34.4203
7.96,40.08,0.1493,0.9321,0.0515
1.45,387.33,0.043,0.8736,55.3768
12.87,87.75,0.0434,0.8739,0.0
13.0,369.51,0.1044,0.9074,31.1415
13.62,29.64,0.1157,0.9136,0.0582
6.09,444.1,0.1008,0.9054,55.2093
19.61,222.13,0.0927,0.901,0.3951
10.68,236.58,0.1418,0.928,15.4589
12.89,257.56,0.1122,0.9117,14.1375
10.24,375.98,0.0792,0.8936,37.0466
12.77,179.85,0.1363,0.925,3.0895
17.35,202.38,0.0515,0.8783,0.0
1.82,408.16,0.1269,0.9198,57.9199
14.82,292.05,0.1248,0.9186,16.142
3.6,333.3,0.1341,0.9238,43.2392
6.17,45.26,0.1185,0.9152,0.2274
4.33,222.31,0.1416,0.9279,25.4471
19.79,307.15,0.0729,0.8901,8.9608
10.64,54.68,0.0246,0.8635,0.0916
9.39,463.85,0.0471,0.8759,52.0058
12.61,345.4,0.0321,0.8677,28.2187
10.72,377.44,0.0895,0.8992,36.2827
12.95,198.66,0.0515,0.8783,5.6694
6.23,28.0,0.1043,0.9074,0.0
6.56,100.97,0.0612,0.8837,2.5247
15.41,466.67,0.0732,0.8903,41.3175
6.74,182.08,0.1437,0.929,14.7587
5.32,412.15,0.0789,0.8934,52.0146
5.64,26.24,0.044,0.8742,0.0
8.96,417.08,0.0483,0.8766,45.5991
1.27,179.74,0.0336,0.8685,24.7082
17.31,203.23,0.1112,0.9112,0.4346
11.4,32.24,0.0964,0.903,0.1606
15.44,432.69,0.1009,0.9055,35.6112
9.31,205.88,0.117,0.9143,13.101
12.65,471.94,0.0886,0.8987,47.2607
16.48,310.14,0.0206,0.8613,15.8338
1.01,310.04,0.0896,0.8993,44.9319
10.7,200.81,0.0574,0.8816,10.1261
5.77,364.47,0.0355,0.8695,44.0534
14.11,206.01,0.0613,0.8837,4.3114
17.0,252.26,0.1114,0.9113,5.4981
10.16,313.82,0.0204,0.8612,28.0418
2.01,335.66,0.0652,0.8859,46.6514
5.94,268.36,0.0264,0.8645,29.265
7.06,425.83,0.1356,0.9246,50.8837
9.9,469.96,0.0948,0.9021,51.6894
13.62,313.12,0.1225,0.9174,21.5365
16.99,130.42,0.1252,0.9189,0.0
2.73,151.44,0.0316,0.8674,17.3636
2.29,444.67,0.1223,0.9173,62.4313
0.73,389.93,0.1295,0.9212,57.0354
17.25,362.51,0.1168,0.9142,22.2905
8.76,351.62,0.1366,0.9251,36.3727
4.61,344.96,0.021,0.8615,43.0784
19.24,66.49,0.1061,0.9084,0.0
13.13,77.14,0.0495,0.8772,0.0
11.95,11.88,0.1027,0.9065,0.0
11.91,113.9,0.0871,0.8979,0.3172
6.34,98.88,0.0292,0.8661,2.9471
5.72,188.13,0.1242,0.9183,17.6728
4.83,39.92,0.0631,0.8847,0.1933
15.09,394.21,0.0929,0.9011,30.7199
11.93,352.47,0.0276,0.8652,31.0004
2.91,260.83,0.0357,0.8696,33.6283
16.07,432.37,0.0626,0.8844,34.786
14.3,419.81,0.036,0.8698,36.0928
11.4,199.07,0.066,0.8863,8.3274
10.03,459.47,0.042,0.8731,50.2733
15.4,439.51,0.1273,0.92,36.7706
10.4,441.3,0.0827,0.8955,46.8374
4.08,304.57,0.0631,0.8847,37.9694
10.18,107.32,0.0406,0.8723,0.0
11.53,409.54,0.086,0.8973,39.4219
11.35,255.2,0.0338,0.8686,16.9562
4.95,418.66,0.1145,0.913,53.1746
14.97,250.22,0.0375,0.8706,9.3007
10.43,166.37,0.1302,0.9216,5.1071
1.82,139.57,0.1478,0.9313,17.9162
9.06,234.49,0.048,0.8764,18.2973
3.62,301.11,0.0877,0.8982,38.3585
0.56,349.16,0.1267,0.9197,51.2129
1.3,26.25,0.1105,0.9108,1.3067
5.14,160.31,0.0363,0.87,14.6316
16.94,35.9,0.142,0.9281,0.0
17.68,420.31,0.0789,0.8934,29.94
14.38,22.46,0.0729,0.8901,0.0
8.66,278.63,0.0848,0.8966,25.6507
0.57,431.87,0.0965,0.9031,63.9419
18.91,38.37,0.0775,0.8926,0.0
11.76,211.68,0.1337,0.9235,9.3201
3.43,398.89,0.0243,0.8634,53.2173
17.72,326.93,0.1427,0.9285,15.9645
12.81,61.81,0.0769,0.8923,0.0
1.05,350.83,0.0976,0.9037,50.4996
3.26,45.61,0.1308,0.9219,0.9144
18.79,132.75,0.0257,0.8641,0.0084
2.39,389.47,0.1286,0.9207,54.2743
8.67,383.95,0.1373,0.9255,41.6958
14.86,374.14,0.1004,0.9052,28.2207
17.91,388.43,0.1077,0.9092,24.5786
14.27,181.81,0.0702,0.8886,0.5653
1.58,172.64,0.1329,0.9231,22.8519
5.79,326.77,0.068,0.8874,37.8512
12.26,371.58,0.0863,0.8975,32.6338
13.19,191.44,0.0582,0.882,3.9238
13.47,21.91,0.1022,0.9062,0.0
18.24,371.99,0.0207,0.8614,21.5346
10.74,476.51,0.0438,0.8741,51.4116
7.77,172.66,0.0627,0.8845,11.2288
8.39,80.56,0.0263,0.8645,0.0
16.82,157.83,0.1433,0.9288,0.0
10.68,92.78,0.0677,0.8872,0.0
9.07,31.52,0.0957,0.9026,0.1512
9.41,199.17,0.1149,0.9132,12.0595
4.0,479.41,0.0447,0.8746,64.2149
5.31,489.53,0.0389,0.8714,63.7489
17.03,331.86,0.0493,0.8771,17.902
16.89,18.01,0.0607,0.8834,0.0
2.37,22.36,0.0743,0.8909,0.0
17.26,212.68,0.0552,0.8804,0.0
14.52,309.34,0.0842,0.8963,19.5242
4.41,25.79,0.1413,0.9277,0.0
19.98,257.0,0.0741,0.8908,1.2978
2.52,26.05,0.0601,0.8831,0.1184
8.72,31.47,0.0221,0.8622,0.2719
19.38,369.31,0.0956,0.9026,19.3418
15.59,295.18,0.0692,0.8881,14.8601
10.69,482.42,0.0858,0.8972,52.5135
17.88,213.57,0.0616,0.8839,0.0
16.47,255.63,0.1094,0.9102,7.5856
13.99,470.48,0.0839,0.8961,44.1705
5.47,468.89,0.0949,0.9022,60.1769
1.67,252.32,0.1273,0.92,34.5053
18.87,394.01,0.0349,0.8692,24.0147
0.57,100.75,0.1258,0.9192,13.8693
19.01,35.48,0.1378,0.9258,0.0
18.67,135.93,0.1495,0.9322,0.0
18.12,404.92,0.0406,0.8723,26.556
5.19,217.41,0.0554,0.8805,22.8344
1.31,496.21,0.0548,0.8801,71.9947
9.88,137.03,0.137,0.9254,1.8145
5.61,299.47,0.1339,0.9236,34.4538
16.73,291.68,0.0648,0.8856,12.7173
9.36,235.96,0.0717,0.8894,17.8789
17.8,109.19,0.1406,0.9273,0.0
8.67,487.63,0.0626,0.8844,56.8493
10.66,118.68,0.1311,0.9221,0.45
4.88,236.04,0.0355,0.8695,26.3855
